x,y,Ca,K,Fe,Zn,Cu,Mn,S,P,Cl,Si,Br,Sr
6,18,0.778,0.722,2.06,1.475,1.567,0.833,0.807,1.526,2.034,0.579,1.158,1.808
6,19,1.653,1.317,1.362,1.739,1.409,0.561,0.78,0.654,2.017,0.697,0.947,1.139
6,20,0.58,1.182,0.943,1.042,0.564,0.426,0.77,1.816,1.35,1.176,2.064,2.012
6,21,1.51,1.483,1.2,0.35,1.992,1.288,1.614,1.057,1.136,1.847,0.234,0.793
6,22,1.677,1.659,2.096,1.118,0.562,2.215,1.653,1.657,0.493,1.263,1.542,1.483
6,23,1.496,1.648,0.774,0.83,0.483,0.248,1.642,1.318,0.61,0.62,0.0,0.733
6,24,0.984,1.688,1.617,2.267,1.898,1.037,1.429,0.905,1.432,0.224,2.232,1.422
6,25,0.905,0.499,1.04,1.686,0.384,1.228,2.182,0.735,2.047,1.18,1.71,1.508
6,26,0.995,1.571,1.791,1.019,1.516,1.27,1.968,1.378,0.975,2.093,0.858,1.015
6,27,0.626,0.527,1.144,1.96,0.636,0.412,1.4,1.811,0.92,0.657,0.916,1.182
6,28,1.752,1.768,0.614,1.377,1.005,1.335,1.209,1.063,0.788,0.777,1.059,0.837
6,29,0.801,2.073,1.61,1.484,1.955,0.453,1.469,1.615,1.969,0.777,1.858,0.391
6,30,1.533,1.081,1.569,0.109,1.858,2.352,0.852,1.498,1.202,0.744,1.059,0.867
6,31,1.341,0.908,0.911,1.642,1.297,0.549,0.387,1.968,1.994,1.306,1.075,0.795
6,32,1.544,1.582,1.215,1.424,1.514,1.744,1.612,1.108,1.322,1.129,1.459,1.422
6,33,1.05,1.934,0.359,1.235,0.602,0.726,1.12,0.678,2.437,0.886,2.279,0.305
6,34,0.783,1.053,0.851,0.659,1.026,0.979,1.321,1.985,0.443,1.037,0.685,1.661
6,35,1.108,1.661,1.137,1.693,1.107,1.672,1.287,1.326,0.449,1.55,1.572,1.742
6,36,0.301,1.726,1.941,2.008,1.766,2.421,1.196,0.253,1.954,2.028,1.905,1.576
6,37,1.65,1.713,1.136,1.526,1.563,1.028,1.555,1.085,1.228,1.619,0.0,0.849
6,38,1.825,0.492,0.396,1.14,0.56,1.587,0.892,0.711,1.848,1.186,0.646,2.196
6,39,1.094,1.664,1.164,1.636,0.205,0.924,1.606,0.572,0.789,2.06,1.391,1.094
6,40,1.956,1.539,1.433,2.273,0.649,0.691,1.32,1.815,1.124,0.92,2.009,0.715
6,41,0.895,1.636,0.884,0.473,1.868,1.759,1.684,1.841,0.989,1.423,0.692,0.265
6,42,1.111,1.11,1.548,1.292,1.596,1.3,1.425,0.824,1.875,0.154,1.252,1.831
6,43,1.421,0.338,1.335,1.265,0.479,0.53,0.833,0.541,1.507,1.959,1.217,0.744
6,44,1.881,0.918,1.055,1.467,0.933,1.531,1.715,2.089,1.665,1.749,1.519,0.948
6,45,1.962,1.374,1.161,0.799,0.839,1.467,1.007,1.068,0.435,1.174,1.845,0.624
6,46,1.967,1.152,1.099,2.104,1.82,0.852,1.497,2.116,0.744,1.854,1.158,1.039
6,47,1.518,1.746,1.195,0.644,0.573,1.706,1.252,1.844,0.463,1.743,1.418,1.382
6,48,1.434,1.027,1.847,0.704,0.646,0.846,2.069,1.084,0.766,1.105,1.101,1.817
6,49,1.451,1.612,0.994,1.364,1.457,2.323,1.805,1.122,0.911,1.065,1.054,1.533
6,50,1.825,0.195,0.499,1.351,0.76,0.728,2.064,0.823,0.991,0.119,1.433,0.762
7,1,1.224,1.474,0.467,1.088,0.925,1.575,0.702,1.949,0.716,0.485,1.053,1.074
7,2,0.794,0.699,1.814,0.721,0.865,1.592,0.819,1.924,0.22,0.965,1.422,1.846
7,3,0.519,1.91,0.541,0.566,1.468,1.72,0.961,2.229,1.331,1.101,1.481,1.135
7,4,1.233,0.824,1.286,1.438,1.137,1.896,1.099,0.853,1.327,1.526,1.6,1.164
7,5,0.842,1.762,1.201,2.043,1.379,0.208,0.934,0.671,0.127,1.09,1.731,1.648
7,6,1.781,1.943,1.3,0.458,0.882,1.508,1.77,0.135,1.533,0.636,0.57,0.909
7,7,0.67,0.55,0.942,0.726,1.431,1.726,1.201,0.916,1.066,1.734,0.872,1.667
7,8,0.892,2.299,1.389,1.597,1.036,1.096,1.159,1.252,1.313,0.91,1.021,1.193
7,9,2.113,0.384,0.721,0.974,1.293,2.067,1.349,1.404,1.361,1.576,1.326,2.178
7,10,0.576,1.567,1.744,1.134,0.67,1.611,0.769,1.266,0.833,1.014,1.201,1.816
7,11,1.027,1.373,1.416,0.271,0.709,1.167,0.77,1.975,1.063,0.814,1.454,1.867
7,12,1.107,1.426,1.676,1.556,0.606,0.45,1.828,1.54,1.165,1.583,0.468,1.362
7,13,1.745,1.345,1.284,1.838,0.919,0.496,1.201,1.12,1.872,1.796,1.746,0.615
7,14,0.387,1.763,1.114,1.504,1.387,2.214,0.706,0.853,0.928,1.469,1.513,1.822
7,15,0.816,0.477,0.881,0.601,0.64,1.122,0.888,0.294,1.649,1.812,0.521,1.505
7,16,0.691,1.639,1.465,1.852,1.745,0.711,0.799,1.034,0.666,1.86,1.625,0.451
7,17,0.268,1.282,0.3,1.65,1.608,1.46,1.141,1.177,0.613,0.927,1.219,0.859
7,18,1.32,1.257,1.562,1.071,0.935,0.34,0.409,1.746,1.616,1.405,1.813,0.136
7,19,1.59,1.99,0.511,0.519,1.399,1.473,1.55,0.625,0.904,1.726,0.917,1.389
7,20,1.041,1.987,1.103,0.326,2.466,0.445,1.588,0.74,1.473,0.604,0.744,1.824
7,21,1.253,0.909,0.887,0.388,1.707,0.972,0.379,0.779,0.313,2.1,0.569,1.746
7,22,1.665,0.728,0.998,1.652,1.571,0.862,1.833,1.503,0.624,1.119,1.736,1.86
7,23,1.087,0.763,1.749,1.301,1.842,0.686,1.513,1.122,2.194,1.394,0.54,0.458
7,24,1.698,2.24,1.233,1.943,0.174,1.686,0.825,1.169,0.703,0.974,0.657,1.045
7,25,13.014,4.244,2.975,1.32,6.879,1.568,7.404,0.719,0.796,4.131,1.509,4.766
7,26,1.249,1.461,1.57,0.749,0.689,0.77,0.355,0.776,1.578,0.82,1.857,1.223
7,27,1.983,1.235,1.806,1.627,1.411,0.681,1.728,1.045,0.664,0.486,1.932,0.495
7,28,0.73,1.941,0.622,1.441,1.535,1.831,0.341,1.406,0.485,1.645,1.521,1.016
7,29,1.765,0.857,1.372,0.816,0.926,0.685,2.457,1.784,1.571,1.449,0.636,1.093
7,30,0.914,1.58,0.428,1.833,0.532,1.281,0.841,0.941,1.57,1.522,1.105,1.376
7,31,1.696,1.998,1.548,1.389,0.797,1.566,1.497,1.707,0.629,0.483,1.77,1.681
7,32,0.889,1.851,1.227,0.478,0.352,1.465,1.319,1.261,1.283,0.791,1.593,1.215
7,33,1.032,1.008,0.845,0.806,0.844,1.065,0.945,1.322,1.034,0.655,0.124,0.894
7,34,1.707,1.069,1.796,0.999,1.311,1.563,1.458,1.117,1.514,1.597,1.311,2.228
7,35,1.531,1.942,0.43,1.97,1.285,0.672,0.818,1.5,1.048,1.594,0.956,1.98
7,36,1.718,1.564,0.821,0.864,1.682,1.212,1.658,1.924,1.398,1.734,1.612,1.484
7,37,1.946,0.875,1.77,1.279,0.802,0.921,0.565,1.926,1.459,1.326,0.565,1.455
7,38,1.869,2.088,0.916,0.956,1.559,0.713,1.782,0.779,0.763,1.998,1.338,1.66
7,39,1.504,1.305,1.091,1.375,1.747,1.486,0.317,0.728,0.648,1.67,0.154,0.774
7,40,0.822,1.147,0.844,0.734,1.099,1.072,1.806,2.657,1.507,1.904,0.25,1.455
7,41,0.743,1.249,2.376,0.511,1.533,1.196,1.763,1.245,0.742,2.414,1.136,1.72
7,42,0.906,1.793,0.024,0.34,0.781,1.857,0.73,1.25,1.054,1.758,2.291,0.104
7,43,1.87,1.866,1.099,1.311,1.646,1.774,1.964,0.837,1.028,0.484,0.611,0.834
7,44,1.313,1.625,1.19,1.291,1.024,1.675,0.818,1.285,0.962,0.374,1.04,1.183
7,45,1.223,0.426,1.073,1.38,1.408,2.162,0.381,1.955,1.169,1.416,0.536,0.803
7,46,1.121,1.481,0.728,1.727,0.844,1.485,1.302,1.338,1.144,0.044,0.349,1.781
7,47,1.304,2.069,1.725,0.385,1.593,0.719,1.629,1.441,0.946,0.968,0.938,0.917
7,48,0.675,1.544,1.151,2.313,0.819,2.295,1.48,0.633,1.754,1.789,0.664,1.231
7,49,0.401,1.011,1.049,1.014,2.159,0.934,1.355,1.766,1.602,1.789,1.515,1.84
7,50,1.289,1.573,1.771,1.582,1.411,0.865,1.608,1.058,0.738,0.755,0.611,0.181
8,1,1.687,0.967,2.189,1.985,1.343,1.717,1.692,1.277,1.202,1.923,1.529,0.876
8,2,0.051,1.628,1.372,0.369,1.374,0.843,0.737,0.771,1.927,1.44,0.594,1.497
8,3,0.739,1.06,1.468,1.749,0.075,1.805,0.168,1.034,0.587,1.115,1.49,1.868
8,4,1.189,1.283,1.287,1.225,1.701,0.382,1.897,0.943,0.692,2.219,1.372,0.672
8,5,0.696,1.152,0.885,1.151,1.424,0.597,0.584,0.45,1.438,1.693,1.937,0.514
8,6,1.666,1.329,0.489,1.597,1.363,2.35,1.735,0.917,1.515,0.155,0.994,1.68
8,7,0.969,2.547,0.944,1.189,1.448,0.645,1.088,0.763,0.471,1.826,1.675,0.304
8,8,1.902,0.696,1.579,1.952,0.697,1.075,0.308,1.936,1.063,1.59,1.34,1.23
8,9,0.972,1.206,1.723,1.708,2.001,0.84,0.908,1.589,1.364,0.812,2.025,0.185
8,10,0.732,1.161,1.363,0.736,1.886,0.93,1.2,0.72,0.944,1.134,1.397,0.706
8,11,1.142,1.073,1.966,0.142,1.872,1.434,1.939,1.552,1.844,1.159,1.001,1.571
8,12,2.176,2.142,1.243,0.337,1.416,1.173,1.508,0.93,1.696,2.032,1.338,0.807
8,13,1.652,1.954,1.687,2.39,1.281,1.064,1.022,2.039,0.546,1.678,0.157,1.896
8,14,0.743,1.605,0.361,1.26,1.281,1.549,1.783,1.028,1.49,1.18,1.615,1.71
8,15,1.76,1.028,2.502,1.444,1.388,2.036,1.63,1.847,2.06,0.719,0.557,0.753
8,16,1.399,1.311,0.68,0.993,0.727,1.118,1.035,0.658,2.284,1.54,1.622,0.548
8,17,1.627,0.555,1.964,1.701,1.271,0.997,1.604,2.054,0.531,1.706,1.876,1.438
8,18,1.439,0.579,1.422,1.688,1.032,0.324,0.968,1.124,1.608,1.099,1.868,0.599
8,19,1.714,1.941,0.452,1.553,0.528,1.612,0.827,1.192,0.528,1.455,1.345,1.239
8,20,0.783,0.663,1.609,1.485,1.43,0.424,2.012,1.532,1.263,2.051,1.138,1.625
8,21,0.303,1.73,1.093,1.161,0.357,1.295,0.835,0.907,1.134,1.371,1.031,1.475
8,22,14.048,3.997,3.598,1.015,4.709,0.282,8.513,1.463,2.269,3.01,1.286,4.084
8,23,12.005,3.944,4.084,1.528,4.021,1.968,8.882,1.299,1.149,3.442,1.81,4.39
8,24,15.588,6.257,5.66,1.408,7.049,0.502,7.443,1.57,2.189,4.075,0.935,4.137
8,25,12.531,5.145,4.173,0.735,6.254,1.331,6.665,1.501,1.023,4.117,1.37,3.245
8,26,13.828,4.305,4.611,1.586,5.708,0.929,5.605,1.776,1.569,3.431,2.291,3.073
8,27,14.653,3.269,3.354,1.084,6.176,2.047,7.104,1.555,0.753,3.334,0.957,4.748
8,28,14.113,5.341,3.596,1.672,7.676,1.167,6.398,0.765,0.893,2.797,0.556,3.518
8,29,1.485,1.247,1.51,1.947,1.877,1.523,1.664,1.501,1.607,0.709,2.159,1.535
8,30,1.166,1.314,1.844,1.785,1.659,1.06,1.142,0.718,0.56,0.969,1.324,1.717
8,31,1.845,0.884,1.115,0.796,1.911,1.608,1.571,0.547,1.029,1.776,1.625,1.25
8,32,1.654,1.538,0.445,2.359,0.965,1.624,1.343,1.297,1.03,0.989,0.738,1.762
8,33,1.112,1.266,1.789,1.508,1.191,1.47,0.786,1.274,1.835,2.015,1.307,0.402
8,34,1.217,1.617,1.422,1.76,1.359,2.177,1.448,1.415,1.551,1.796,1.359,1.194
8,35,0.518,0.476,1.567,1.659,0.696,0.524,1.744,0.564,1.077,2.053,0.815,1.97
8,36,1.483,1.392,1.969,0.521,0.971,1.526,0.895,0.923,1.469,0.631,1.973,0.841
8,37,1.725,1.304,1.432,2.064,1.413,1.601,1.226,1.441,1.281,1.549,0.997,0.493
8,38,0.741,1.145,2.084,1.058,1.314,1.601,1.593,2.261,1.371,2.021,1.138,1.098
8,39,0.666,1.504,1.345,1.087,2.28,1.323,1.63,1.503,1.6,1.075,1.22,1.48
8,40,1.872,1.905,1.346,1.779,2.235,1.125,1.55,1.396,0.991,1.303,0.8,1.333
8,41,2.07,0.899,0.562,1.33,0.689,0.885,0.997,1.943,1.477,1.995,1.958,2.005
8,42,2.013,1.901,1.463,0.885,1.212,1.566,0.556,1.74,2.205,0.899,1.064,1.383
8,43,1.529,1.611,0.443,1.796,1.708,1.315,1.103,0.345,0.939,0.964,1.524,1.226
8,44,0.565,1.431,1.892,1.241,0.954,1.807,0.688,0.668,0.296,1.336,0.919,0.794
8,45,1.697,1.307,0.873,1.895,1.167,1.257,1.161,1.015,1.26,0.761,1.565,1.097
8,46,1.341,1.805,1.374,1.084,2.217,2.268,0.615,1.937,1.248,0.584,1.254,0.921
8,47,1.147,2.464,1.933,1.149,1.721,1.651,1.425,0.876,1.104,1.011,1.109,1.932
8,48,1.601,0.907,0.768,1.341,1.362,1.569,2.304,1.449,0.938,1.284,1.523,1.386
8,49,1.945,1.793,0.569,1.157,1.188,0.904,1.448,0.821,1.141,0.121,2.094,1.99
8,50,2.368,1.26,0.775,0.758,1.373,2.058,0.655,1.528,1.674,0.06,2.411,1.871
9,1,0.783,1.566,1.67,0.818,1.045,1.465,1.723,1.415,0.793,0.513,1.16,2.029
9,2,1.219,1.043,0.46,1.188,0.976,1.431,0.32,0.508,0.721,0.823,1.765,0.842
9,3,1.431,1.115,1.035,0.725,1.036,1.612,1.006,1.552,0.918,1.068,1.182,0.658
9,4,0.172,0.392,2.014,2.116,2.01,1.566,0.752,1.773,1.231,1.179,1.954,1.109
9,5,1.778,1.84,0.874,1.482,1.211,1.587,1.168,1.228,1.205,0.997,0.854,1.142
9,6,1.87,0.0,1.947,0.745,1.951,2.109,0.438,1.381,0.1,1.178,1.57,1.882
9,7,1.129,0.441,2.226,0.353,1.437,1.279,1.427,1.67,0.715,1.067,1.116,0.948
9,8,0.872,0.474,1.381,1.133,1.022,1.183,0.454,1.698,2.193,0.735,2.367,2.063
9,9,1.703,1.774,0.713,1.537,0.835,2.298,1.094,1.078,1.533,1.209,0.469,0.575
9,10,1.13,0.451,1.794,1.7,0.77,1.547,0.369,1.843,1.183,0.647,1.505,2.029
9,11,0.899,1.448,1.839,1.232,0.884,0.746,1.337,1.554,1.854,1.932,1.664,2.03
9,12,2.113,2.076,0.266,1.109,1.409,1.705,1.428,0.461,1.257,0.819,1.408,1.663
9,13,1.85,1.153,1.147,1.231,1.151,1.784,2.092,0.726,2.072,1.388,1.761,1.664
9,14,1.513,2.32,1.697,1.587,1.619,1.302,0.94,1.144,1.828,1.655,1.118,2.001
9,15,0.856,1.207,1.058,2.031,0.24,0.874,1.523,1.936,1.499,1.716,0.485,1.072
9,16,1.65,1.022,1.629,1.118,1.104,1.436,1.068,1.731,1.929,1.154,2.165,0.638
9,17,1.687,2.032,0.54,1.409,1.469,1.156,0.69,1.912,1.639,2.099,1.489,1.254
9,18,0.983,1.07,0.546,0.394,1.716,1.899,1.523,1.008,1.9,1.091,1.504,1.37
9,19,0.916,1.6,1.685,1.006,0.507,1.571,0.607,1.022,1.271,0.48,0.459,0.306
9,20,11.711,3.755,4.392,1.046,7.335,2.306,6.51,0.663,1.289,3.402,1.494,4.162
9,21,16.167,4.273,5.749,1.514,4.597,0.853,8.605,0.904,1.204,3.725,1.053,3.358
9,22,14.587,5.371,4.418,0.407,4.529,1.117,7.539,1.395,1.108,2.911,1.719,5.394
9,23,14.857,4.202,4.425,2.246,6.473,1.437,8.332,0.923,1.324,2.352,1.607,4.246
9,24,14.726,4.326,4.614,0.88,5.349,1.155,6.763,1.359,0.573,2.561,2.036,5.058
9,25,11.673,4.089,2.754,0.512,6.661,1.123,9.644,1.357,1.203,2.261,2.017,3.757
9,26,13.774,4.333,3.738,0.871,6.529,0.795,7.662,0.472,1.636,3.533,0.861,5.09
9,27,10.473,4.648,5.062,0.97,5.823,1.975,9.469,1.171,1.531,3.755,1.362,3.751
9,28,15.497,4.705,3.925,0.739,6.438,1.683,7.81,0.735,0.883,2.368,1.859,3.34
9,29,15.576,2.422,4.915,1.157,6.708,1.527,6.436,0.992,1.223,4.094,0.635,3.65
9,30,15.925,3.9,4.111,1.238,5.196,0.937,6.911,1.156,1.896,3.514,1.652,4.988
9,31,1.975,1.162,1.19,0.894,0.738,1.137,1.202,0.824,1.187,1.045,0.878,1.047
9,32,1.105,1.109,1.849,1.681,1.415,1.108,0.551,1.279,0.534,2.002,1.144,1.447
9,33,1.146,0.762,1.393,0.5,1.319,0.966,1.997,0.439,1.013,2.03,0.471,1.756
9,34,1.397,1.583,1.693,1.368,1.043,1.773,0.824,1.42,0.868,1.349,2.352,1.803
9,35,0.855,1.004,1.673,2.202,1.806,0.822,2.236,1.433,2.153,0.869,1.436,1.834
9,36,0.994,0.371,1.057,2.232,1.46,1.185,0.442,1.53,1.742,1.792,1.667,0.599
9,37,1.851,1.621,1.935,1.256,1.367,1.518,0.848,1.858,0.586,1.752,1.597,1.707
9,38,1.537,0.907,1.323,1.146,1.502,0.986,0.722,1.413,0.762,1.093,0.322,0.512
9,39,2.214,1.512,2.044,2.183,0.805,1.361,0.699,1.17,1.266,0.974,1.954,0.728
9,40,1.0,1.335,1.709,1.428,0.577,0.214,0.6,0.798,0.749,2.062,0.603,1.921
9,41,2.178,1.957,0.219,0.483,2.329,0.957,1.257,1.521,1.175,2.746,1.193,0.451
9,42,1.362,1.518,2.477,1.752,1.664,1.016,0.341,0.521,1.21,2.237,1.856,1.314
9,43,1.888,1.099,1.501,2.143,1.046,0.501,0.788,1.426,1.593,1.619,0.502,1.836
9,44,0.598,0.558,0.742,0.927,1.771,1.433,1.989,2.164,1.003,1.082,2.196,0.229
9,45,1.747,0.898,2.246,0.287,2.019,0.785,0.498,0.677,1.789,1.046,0.857,0.553
9,46,2.067,1.142,1.786,1.348,1.169,1.37,1.082,0.59,2.167,1.889,0.84,0.756
9,47,0.784,1.445,1.126,1.014,1.912,1.438,1.461,1.738,2.586,2.291,0.506,0.702
9,48,1.476,1.003,1.393,1.349,0.793,1.89,0.399,0.27,1.127,1.555,1.219,0.278
9,49,2.312,1.036,1.483,1.021,1.572,1.234,0.75,0.741,1.876,1.426,1.185,0.588
9,50,0.051,1.361,1.087,0.671,1.757,2.096,1.525,1.21,2.067,1.071,1.285,1.371
10,1,1.241,1.868,0.456,1.695,0.3,1.897,0.766,0.988,1.481,0.865,0.803,1.396
10,2,1.106,1.344,1.742,0.544,1.182,1.396,1.977,1.604,1.527,0.888,1.678,0.646
10,3,1.727,0.91,0.325,2.0,1.077,0.557,0.96,1.855,1.402,1.415,1.831,2.045
10,4,1.692,0.549,1.17,1.252,1.333,2.079,1.382,0.989,0.852,1.438,1.183,0.803
10,5,2.028,0.791,2.379,1.501,2.177,0.899,1.673,1.975,0.852,1.357,1.832,1.224
10,6,1.144,0.802,0.617,1.221,1.157,0.791,1.348,1.018,1.148,0.153,0.751,1.511
10,7,0.664,2.066,0.709,2.011,0.638,1.284,0.589,1.765,1.93,1.282,0.453,0.969
10,8,1.592,0.958,0.907,1.304,1.331,1.254,0.943,1.818,1.717,2.057,1.244,1.876
10,9,1.993,1.074,1.543,1.512,2.027,0.574,1.306,1.225,1.096,1.242,1.454,1.529
10,10,2.152,0.934,0.323,1.463,0.831,1.193,1.08,0.811,0.805,0.915,1.346,0.764
10,11,0.846,1.208,0.0,1.629,0.569,1.765,0.433,1.365,0.657,1.794,0.895,1.899
10,12,0.687,1.343,1.361,0.948,0.375,0.966,0.879,2.093,2.559,1.756,2.226,2.035
10,13,0.927,0.742,1.233,1.759,1.367,0.751,1.122,2.359,1.395,1.48,1.116,0.838
10,14,1.196,1.304,1.424,1.771,1.12,0.635,2.05,1.4,0.801,0.523,1.993,0.868
10,15,1.765,1.276,0.266,2.323,1.46,1.353,0.842,0.736,0.732,0.684,0.799,1.259
10,16,1.76,1.529,1.835,1.122,1.156,1.272,0.551,1.171,0.365,1.655,1.215,1.593
10,17,1.561,0.953,0.49,0.774,0.663,1.062,1.834,1.274,1.711,1.513,1.568,1.753
10,18,1.135,0.999,0.33,1.306,0.537,1.622,2.097,1.549,0.757,0.95,1.017,1.006
10,19,16.778,3.038,4.253,1.154,3.877,0.747,7.029,0.798,1.139,2.498,0.722,5.018
10,20,14.35,5.29,4.344,1.064,5.843,1.918,7.496,0.708,0.168,1.902,2.146,3.453
10,21,12.847,5.358,3.303,0.467,5.278,0.633,6.707,1.611,1.875,3.977,1.008,4.522
10,22,14.703,3.716,4.343,1.251,5.412,1.806,7.104,1.757,0.965,2.045,0.89,4.643
10,23,12.896,5.412,4.666,0.946,5.39,1.373,6.918,1.449,0.508,3.611,0.0,4.221
10,24,13.825,3.258,4.355,1.23,5.495,1.525,6.74,0.902,0.765,3.446,1.148,3.909
10,25,14.87,5.367,5.183,1.338,5.938,1.292,8.203,1.235,1.866,4.119,1.48,4.564
10,26,15.057,4.366,5.874,0.886,4.127,0.518,8.36,0.992,1.515,2.184,2.009,3.86
10,27,12.745,2.975,4.873,1.617,5.857,1.698,7.217,1.398,1.488,4.641,0.854,5.91
10,28,15.852,5.001,5.39,0.82,3.909,0.902,7.474,0.497,0.792,3.241,1.413,3.511
10,29,12.619,4.786,3.239,0.161,7.402,0.913,8.849,0.578,1.912,3.063,1.529,2.905
10,30,16.694,4.923,5.236,2.021,5.037,1.023,9.006,1.753,0.697,2.095,1.67,3.381
10,31,15.92,3.711,3.984,2.926,4.746,1.923,8.959,0.732,1.149,3.213,0.626,3.602
10,32,0.15,1.318,0.776,1.432,1.333,1.022,0.472,1.559,1.161,0.802,0.257,0.671
10,33,0.415,1.136,2.003,1.354,1.389,1.847,0.894,0.0,1.327,1.721,1.498,1.937
10,34,0.904,1.396,0.873,1.403,1.388,0.858,0.534,0.967,0.359,1.206,1.095,1.593
10,35,0.839,1.282,1.163,2.026,1.114,1.866,1.392,1.325,1.334,0.401,1.307,1.491
10,36,2.47,1.733,1.793,1.261,1.303,2.245,1.894,1.875,0.809,1.697,1.434,2.444
10,37,2.262,1.505,1.755,1.09,0.609,1.303,1.322,0.0,1.017,1.143,1.401,1.238
10,38,1.619,0.452,1.551,1.138,1.771,1.959,1.121,1.051,0.659,1.326,1.28,1.378
10,39,0.982,1.376,0.761,1.941,1.166,0.616,2.394,1.612,1.087,1.254,0.899,0.749
10,40,1.094,1.681,1.994,0.889,1.132,0.542,0.636,0.911,1.341,0.797,1.63,1.144
10,41,1.202,0.047,0.839,1.25,0.867,1.511,1.281,0.657,1.051,2.017,1.559,1.192
10,42,1.708,0.588,0.435,1.878,0.486,1.511,0.989,0.626,0.255,0.777,2.086,1.865
10,43,0.946,0.05,1.569,2.278,1.512,1.52,0.512,1.123,0.624,0.992,1.65,0.569
10,44,1.736,0.889,1.443,0.631,1.88,1.345,0.97,0.238,1.156,2.104,1.826,0.889
10,45,0.428,1.13,1.391,0.753,0.444,1.548,0.925,1.269,1.956,1.325,1.015,1.707
10,46,1.368,0.7,0.666,1.229,1.167,1.585,0.957,1.45,1.23,1.628,2.144,1.842
10,47,1.671,1.682,0.793,1.019,1.279,1.731,1.103,1.223,1.102,1.417,0.939,2.196
10,48,1.464,1.429,1.65,0.922,0.543,1.595,0.432,1.873,1.165,1.448,1.305,0.581
10,49,1.856,0.4,0.934,1.232,1.865,2.097,0.816,1.528,1.093,1.576,1.418,1.114
10,50,1.217,0.927,1.381,1.041,2.123,0.765,0.921,1.562,1.307,1.323,1.18,1.101
11,1,1.393,1.649,1.601,2.236,1.146,2.009,1.728,1.027,1.158,1.756,0.908,2.242
11,2,1.059,2.326,1.219,1.347,0.934,0.802,1.673,0.975,1.954,1.148,0.8,0.771
11,3,1.185,1.769,1.021,0.924,1.644,2.331,0.843,0.9,1.409,1.522,0.947,1.373
11,4,1.884,0.739,0.762,0.439,1.67,1.359,1.412,1.262,1.136,1.652,0.691,1.774
11,5,1.232,0.606,1.02,0.091,1.517,1.838,1.994,1.41,0.688,1.589,0.803,0.722
11,6,1.281,1.238,0.538,0.737,0.974,1.559,1.288,1.204,1.899,1.131,1.281,1.323
11,7,1.896,1.028,0.882,0.795,1.841,1.25,1.055,1.045,1.027,1.162,1.21,1.055
11,8,2.521,1.179,1.467,1.059,1.759,1.636,1.928,1.921,0.66,1.144,1.87,1.177
11,9,1.327,1.083,1.86,1.437,2.173,1.131,1.307,0.739,1.483,0.913,0.978,1.988
11,10,1.309,0.533,1.147,1.32,2.024,1.842,0.936,0.402,0.641,1.145,0.746,0.657
11,11,1.694,2.047,1.703,1.489,0.386,0.655,0.829,1.06,1.293,0.747,1.772,1.606
11,12,0.575,1.014,0.377,2.118,0.954,1.902,1.333,1.819,0.804,1.27,1.502,1.615
11,13,2.145,2.042,2.157,1.677,1.854,1.012,0.758,0.514,0.441,1.386,1.718,0.383
11,14,0.728,1.394,0.74,1.456,0.625,1.529,0.991,0.509,0.783,2.111,1.029,0.883
11,15,1.506,0.459,0.49,2.237,1.83,1.033,0.873,2.058,1.056,1.618,1.442,0.424
11,16,0.712,0.819,1.935,1.635,1.237,2.263,2.027,0.0,0.447,1.154,0.778,0.711
11,17,1.599,1.305,1.491,2.471,1.813,0.66,0.17,1.981,2.054,1.942,1.373,0.758
11,18,0.487,0.891,1.377,0.747,1.097,1.934,1.675,0.317,2.155,1.437,0.912,1.188
11,19,15.082,4.352,4.652,0.438,6.61,0.856,8.061,2.123,0.46,2.242,0.416,5.03
11,20,11.707,4.697,5.328,1.499,4.999,0.322,7.245,1.028,1.131,2.636,0.212,4.284
11,21,16.626,3.582,3.047,1.56,7.489,1.513,6.596,0.68,1.477,3.735,0.636,4.913
11,22,13.302,4.318,5.65,2.043,4.485,2.145,8.126,1.071,1.095,3.239,0.861,3.737
11,23,12.144,4.076,3.604,0.813,5.071,1.184,7.894,0.73,1.609,4.07,0.936,3.929
11,24,14.127,3.144,3.898,1.108,6.046,0.895,10.03,1.197,1.406,2.852,0.6,3.196
11,25,13.847,5.425,4.036,2.07,5.221,1.655,5.873,1.596,0.964,3.22,2.088,5.733
11,26,15.2,3.43,4.738,0.576,4.615,1.252,7.332,1.529,1.987,3.102,1.078,4.405
11,27,13.537,3.83,2.787,1.481,7.278,0.879,7.468,0.997,1.772,3.359,0.684,4.864
11,28,12.292,3.484,3.798,1.196,5.775,0.645,8.785,0.0,0.966,4.84,1.748,4.007
11,29,12.976,4.966,4.277,1.016,5.659,1.965,8.809,1.175,2.068,2.798,1.283,3.417
11,30,13.555,3.78,2.726,1.204,5.195,1.917,5.903,1.116,1.744,3.684,1.563,4.102
11,31,12.946,3.54,4.109,0.221,6.827,1.398,8.244,1.435,2.118,2.632,1.601,4.746
11,32,1.453,1.722,1.571,0.768,0.974,0.666,0.148,1.583,1.449,0.355,1.522,0.39
11,33,0.947,0.787,1.879,1.298,0.931,0.379,1.803,1.744,0.774,2.316,0.927,0.208
11,34,1.514,0.486,1.237,1.526,1.75,0.694,1.536,1.394,1.855,0.1,1.197,1.082
11,35,1.642,0.837,1.778,1.438,0.81,0.891,0.848,0.75,1.127,1.326,1.795,0.695
